"filename", "language", "JavaScript", "comment", "blank", "total"
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\buttons.js", "JavaScript", 5, 0, 3, 8
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\fullscreen.js", "JavaScript", 23, 0, 5, 28
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\game.js", "JavaScript", 46, 0, 9, 55
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\level\level1.js", "JavaScript", 73, 6, 24, 103
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\background-object.class.js", "JavaScript", 11, 0, 8, 19
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\bottle.class.js", "JavaScript", 34, 0, 24, 58
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\character.class.js", "JavaScript", 225, 8, 104, 337
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\chick.class.js", "JavaScript", 59, 0, 20, 79
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\chicken.class.js", "JavaScript", 58, 0, 26, 84
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\cloud.class.js", "JavaScript", 22, 0, 13, 35
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\coin.class.js", "JavaScript", 68, 0, 36, 104
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\collectable-object.class.js", "JavaScript", 2, 0, 1, 3
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\drawable-object.class.js", "JavaScript", 49, 0, 15, 64
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\endboss.class.js", "JavaScript", 107, 2, 36, 145
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\gameOver-object.class.js", "JavaScript", 10, 0, 4, 14
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\keyboard.class.js", "JavaScript", 7, 0, 0, 7
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\level.class.js", "JavaScript", 14, 0, 4, 18
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\movable-object.class.js", "JavaScript", 73, 2, 57, 132
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\startScreen-object.class.js", "JavaScript", 10, 0, 3, 13
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\status-bar-bottle.class.js", "JavaScript", 17, 0, 8, 25
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\status-bar-coin.class.js", "JavaScript", 17, 0, 6, 23
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\status-bar-endboss.class.js", "JavaScript", 18, 0, 7, 25
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\status-bar-health.class.js", "JavaScript", 17, 0, 8, 25
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\status-bar.class.js", "JavaScript", 20, 0, 23, 43
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\throwable-object.class.js", "JavaScript", 103, 2, 42, 147
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\won-object.class.js", "JavaScript", 10, 0, 4, 14
"c:\Users\bjoer\Desktop\Developer Akademie\el-Pollo-loco2\js\models\world.class.js", "JavaScript", 242, 22, 159, 423
"Total", "-", 1340, 42, 649, 2031
